Name,Class,ManaCost,Attack,Health,Text
Gigante de azerita,12,8,8,8,Cuesta (1) menos por cada turno consecutivo que hayas jugado un Elemental.
Gigante de carne,6,10,8,8,Cuesta (1) cristal menos por cada vez que la salud de tu héroe haya cambiado durante tus turnos.
Gigante de detonación,10,4,3,4,<b>Provocar</b>. <b>Grito de batalla:</b> Otorga +2/+2 a los esbirros con <b>Provocar</b> en tu mano.
Gigante de escarcha,12,10,8,8,Cuesta (1) cristal menos por cada vez que hayas usado tu poder de héroe esta partida.
Gigante de la casa de juegos,12,20,8,8,Cuesta (1) cristal menos por cada carta que hayas robado en esta partida.
Gigante de maná,4,8,8,8,Cuesta (1) cristal menos por cada carta que hayas jugado en esta partida que no empezase en tu mazo.
Gigante de mar,12,10,8,8,Cuesta (1) cristal menos por cada esbirro adicional en el campo de batalla.
Gigante de mar,12,10,8,8,Cuesta (1) cristal menos por cada esbirro adicional en el campo de batalla.
Gigante de mar,12,10,8,8,Cuesta (1) cristal menos por cada esbirro adicional en el campo de batalla.
Gigante de relojería,12,12,8,8,Cuesta (1) cristal menos por cada carta en la mano de tu oponente.
Gigante de tormenta,12,8,8,8,<b>Provocar</b> <b>Forja:</b> Cuesta (2) cristales menos. Se puede <b>Forjar</b> sin límite.
Gigante fundido,12,20,8,8,Cuesta (1) cristal menos por cada punto de daño que haya recibido tu héroe.
Gigante fundido,12,20,8,8,Cuesta (1) cristal menos por cada punto de daño que haya recibido tu héroe.
Gigante fundido,12,20,8,8,Cuesta (1) cristal menos por cada punto de daño que haya recibido tu héroe.
Gigante férreo,10,6,6,5,<b>Grito de batalla y Último aliento:</b> Mete una mina en el mazo de tu oponente. Cuando la roba, explota y le inflige 10 p. de daño.
Gigante férreo,10,6,6,5,<b>Grito de batalla y Último aliento:</b> Mete una mina en el mazo de tu oponente. Cuando la roba, explota y le inflige 10 p. de daño.
Gigante montés,12,12,8,8,Cuesta (1) cristal menos por cada carta adicional que tengas en tu mano.
Gigante montés,12,12,8,8,Cuesta (1) cristal menos por cada carta adicional que tengas en tu mano.
Gigante montés,12,12,8,8,Cuesta (1) cristal menos por cada carta adicional que tengas en tu mano.
Gigante naga,12,20,8,8,Cuesta (1) cristal de maná menos por cada cristal que hayas gastado en hechizos en esta partida.
Gigante repulsivo,1,4,3,6,No se puede sanar a los personajes enemigos.
Gigante ur'zul,14,13,8,8,Cuesta (1) cristal menos por cada esbirro amistoso que haya muerto en esta partida.
Gigantes de la selva,2,1,-1,-1,<b>Misión:</b> Invoca a 4 esbirros con 5 p. de ataque o más. <b>Recompensa:</b> Barnabus.
Gigantótem,8,10,8,8,Cuesta (1) cristal menos por cada tótem que hayas invocado durante esta partida.
Giro argumental,9,2,-1,-1,Devuelve tu mano al mazo. Roba el mismo número de cartas.
Girocóptero,12,6,4,5,<b>Embestir</b> <b>Viento furioso</b>
Gladiador desencadenado,4,4,4,4,<b>Grito de batalla:</b> Roba una carta. Se repite por cada elemental que hayas jugado en el turno anterior. <i>( )</i>.
Glifo primordial,4,2,-1,-1,<b>Descubre</b> un hechizo, que costará (2) cristales menos.
Glifo primordial,4,2,-1,-1,<b>Descubre</b> un hechizo. Reduce su coste en (2) cristales.
Glinda Piel de Cuervo,9,6,3,7,Los esbirros de tu mano tienen <b>Eco</b>.
Globo aerostático,12,1,1,2,Al comienzo de tu turno, obtiene +1 p. de salud.
Glotona de Golakka,12,3,2,3,<b>Grito de batalla:</b> Destruye a una bestia y obtiene +1/+1.
Glugg el Devorador,8,7,3,5,<b>Colosal +3</b> Después de que muera un esbirro amistoso, obtiene sus estadísticas originales.
Gnoll Zarpa Salvaje,7,5,3,5,<b>Embestir</b> Cuesta (1) cristal menos por cada carta que no sea de pícaro que se haya añadido a tu mano esta partida.
Gnoll de Villadorada,12,10,5,4,<b>Embestir</b> Cuesta (1) cristal menos por cada carta adicional que tengas en la mano.
Gnoma de jardín,2,4,2,3,<b>Grito de batalla:</b> Si hay un hechizo que cuesta (5) cristales o más en tu mano, invoca dos antárboles 2/2.
Gnoma nostálgica,12,4,4,4,<b>Miniaturizar</b>, <b>Embestir</b> Después de que este esbirro inflige daño letal exacto en tu turno, robas una carta.
Gnomo beligerante,12,2,1,4,<b>Provocar</b> <b>Grito de batalla:</b> Si tu oponente tiene 2 esbirros o más, obtiene +1 p. de ataque.
Gnomo de relojería,12,1,2,1,<b>Último aliento:</b> Añade una <b>Pieza de repuesto</b> a tu mano.
Gnomo paria,12,1,2,1,<b>Último aliento:</b> Inflige 2 p. de daño al héroe enemigo.
Gnomo paria,12,1,2,1,<b>Último aliento:</b> Inflige 2 p. de daño al héroe enemigo.
Gnomosferatu,9,2,2,3,<b>Grito de batalla:</b> Elimina la primera carta del mazo del oponente.
Goblin de relojería,10,3,3,3,<b>Grito de batalla:</b> Mete una bomba en el mazo de tu oponente. Al robarla, explota y le inflige 5 p. de daño.
Goblin infestado,12,3,2,3,<b>Provocar</b> <b>Último aliento:</b> Añade dos Escarabajos 1/1 con <b>Provocar</b> a tu mano.
Golganneth el Atronador,8,6,5,7,<b>Titán</b> Tu primer hechizo de cada turno cuesta (3) cristales menos.
Goliat totémico,8,5,5,5,<b>Último aliento:</b> Invoca los cuatro tótems básicos. <b>Sobrecarga:</b> (1)
Goliat, obra maestra de Sneed,12,8,8,8,<b>Grito de batalla:</b> Dispara cinco misiles que infligen 2 p. de daño cada uno a esbirros enemigos. <i>(Puedes elegir los objetivos).</i>
Golioshkas,12,4,4,3,<b>Último aliento:</b> Vuelve a invocar a este esbirro con -1/-1.
Golpe bajo,7,2,-1,-1,<b>Eco</b> Inflige 2 p. de daño a un esbirro.
Golpe coordinado,14,3,-1,-1,Invoca a tres Illidari 1/1 con <b>Embestir</b>.
Golpe coordinado,14,3,-1,-1,Invoca a tres Illidari 1/1 con <b>Embestir</b>.
Golpe de Escarcha,1,2,-1,-1,Inflige 3 p. de daño a un esbirro. Si eso lo mata, <b>Descubre</b> una carta de runa de escarcha.
Golpe de caos,14,2,-1,-1,Otorga +2 p. de ataque a tu héroe este turno. Roba una carta.
Golpe de caos,14,2,-1,-1,Otorga +2 p. de ataque a tu héroe este turno. Roba una carta.
Golpe de flanco,3,4,-1,-1,Inflige 3 p. de daño a un esbirro. Invoca un lobo 3/3.
Golpe de las Sombras,7,3,-1,-1,Inflige 5 p. de daño a un personaje que no haya recibido daño.
Golpe de peste,1,2,-1,-1,Inflige 3 p. de daño a un esbirro. Si lo mata, invoca a un zombi 2/2 con <b>Embestir</b>.
Golpe de tormenta,8,3,-1,-1,Inflige 3 p. de daño a un esbirro. Otorga +3 p. de ataque a tu héroe este turno.
Golpe en el corazón,1,1,-1,-1,Inflige 3 p. de daño a un esbirro. Si eso lo mata, obtienes un <b>cadáver</b>.
Golpe fantasmal,7,1,-1,-1,Inflige 1 p. de daño. <b>Combo:</b> Roba una carta.
Golpe heroico,10,2,-1,-1,Otorga +4 p. de ataque a tu héroe este turno.
Golpe heroico,10,2,-1,-1,Otorga +4 p. de ataque a tu héroe este turno.
Golpe letal,1,4,-1,-1,<b>Robo de vida</b> Inflige 6 p. de daño a un esbirro.
Golpe malévolo,7,5,-1,-1,Destruye a un esbirro. Cuesta (1) cristal menos por cada carta de tu mazo que no estuviese en tu mazo inicial.
Golpe mortal,10,4,-1,-1,Inflige 4 p. de daño. Si tienes 12 p. de salud o menos, inflige 6 p. de daño.
Golpe mortal,10,4,-1,-1,Inflige 4 p. de daño. Si tienes 12 p. de salud o menos, inflige 6 p. de daño.
Golpe siniestro,7,1,-1,-1,Inflige 3 p. de daño al héroe enemigo.
Golpe siniestro,7,1,-1,-1,Inflige 3 p. de daño al héroe enemigo.
Golpear con fuerza,10,1,-1,-1,Obtienes +10 p. de ataque y «No puedes atacar a héroes» este turno.
Golpes de barrido,10,2,-1,-1,Otorga a un esbirro «Al atacar, también daña a los esbirros adyacentes a su objetivo».
Golpetestuz,12,8,3,12,<b>Embestir</b> Después de que este esbirro ataque a otro y lo mate, puede atacar de nuevo.
Gonk, el raptor,2,7,4,9,Cada vez que tu héroe ataca y mata a un esbirro, podrá atacar otra vez.
Gorila de camerinos,10,4,4,5,<b>Provocar</b> <b>Grito de batalla:</b> Transforma a un esbirro amistoso en una copia de este.
Gorila de la arena,12,7,2,7,<b>Provocar</b> Cuesta (1) cristal menos por cada esbirro enemigo.
Gorilabot A-3,12,3,3,4,<b>Grito de batalla:</b> Si controlas un robot, <b>Descubre</b> otro.
Gorilabot A-3,12,3,3,4,<b>Grito de batalla:</b> Si controlas un robot, <b>Descubre</b> otro.
Gormok el Empalador,12,4,4,4,<b>Grito de batalla:</b> Si tienes al menos 4 esbirros más, inflige 4 p. de daño.
Goru el Gran Árbol,2,7,5,10,<b>Provocar</b> <b>Grito de batalla:</b> Durante el resto de la partida, tus antárboles tienen +1/+1.
Gracia del Padre Superior,6,3,-1,-1,Restaura 8 p. de salud. <b>Descubre</b> una carta que cuesta la cantidad <b>Sobrecurada</b>.
Graduación,5,7,-1,-1,Invoca a un esbirro de tu mazo. Le otorga <b>Provocar</b> y <b>Escudo divino</b>.
Gral, el tiburón,7,5,2,2,<b>Grito de batalla:</b> Devora a un esbirro de tu mazo y obtiene sus estadísticas. <b>Último aliento:</b> Lo añade a tu mano.
Gran Sala,5,2,-1,3,Cambia a 3 p. el ataque y la salud de un esbirro.
Gran abadesa Alura,5,4,3,6,<b>Magia súbita:</b> Lanza un hechizo de tu mazo <i>(con este esbirro como objetivo si es posible)</i>.
Gran archivista,12,8,4,7,Al final de tu turno, lanza un hechizo de tu mazo <i>(objetivos elegidos de forma aleatoria)</i>.
Gran cruzada,12,6,5,5,<b>Grito de batalla:</b> Añade una carta de paladín aleatoria a tu mano.
Gran cría,12,5,5,5,<b>Grito de batalla:</b> Roba una carta.
Gran emperatriz Shek'zara,7,6,5,7,<b>Grito de batalla:</b> <b>Descubre</b> una carta de tu mazo y roba todas las copias.
Gran lacaya Erkh,12,4,2,3,Cuando juegas un <b>lacayo</b>, añade un <b>lacayo</b> a tu mano.
Gran magister Rommath,4,9,5,7,<b>Grito de batalla:</b> Relanza cada hechizo que hayas lanzado esta partida que no empezara en tu mazo.
Gran mago Antonidas,4,8,6,6,<b>Grito de batalla:</b> Si has lanzado un hechizo de Fuego en cada uno de los últimos tres turnos, lanza 3 Bolas de Fuego a enemigos aleatorios. <i>( /3)</i>
Gran maligno del portal,12,6,5,6,<b>Grito de batalla:</b> Mete 3 portales en tu mazo. Cada vez que robas uno, invoca a un demonio 2/2 con <b>Embestir</b>.
Gran maligno descomunal,14,8,5,10,<b>Embestir</b> Después de que este esbirro ataque a otro y lo mate, puede atacar de nuevo.
Gran tótem Espantojo,8,3,0,4,Al final de tu turno, otorga +1/+1 a todos los demás tótems de tu mano, mazo y tablero.
Gran vudú del chungo,8,2,-1,-1,Otorga a un esbirro amistoso «<b>Último aliento:</b> Invoca a un esbirro aleatorio que cueste (1) cristal más».
Grandes sueños,3,5,-1,-1,Invoca la bestia de mayor coste de tu mano. Entra en <b>Letargo</b> durante 2 turnos.
Grandullón comilón,5,4,2,4,<b>Grito de batalla:</b> Invoca a dos reclutas Mano de Plata. <b>Imbuir ( ):</b> Les otorga +2 p. de ataque y <b>Escudo divino</b>.
Granizador,12,5,3,4,<b>Grito de batalla:</b> Invoca dos fragmentos de hielo 1/1 que <b>congelan</b>.
Granja de cadáveres,1,3,-1,-1,Gasta hasta 8 <b>Cadáveres</b> para invocar un esbirro aleatorio de ese coste.
Granja escuela,3,3,-1,-1,Invoca a un zancudo 3/3. Se repite por cada <b>secreto</b> que controles.
Granjero de Villanorte,12,3,3,3,<b>Grito de batalla:</b> Elige a una bestia amistosa. Mete tres copias 3/3 de la misma en tu mazo.
Granjero mezquino,12,1,1,1,Cada vez que este esbirro ataca, inflige 2 p. de daño al héroe enemigo.
Grano apestado,1,1,-1,-1,Obtienes 4 <b>cadáveres</b>. Mete cuatro cajas en tu mazo que invocan a un no-muerto 2/2 al robarlas.
Granuja,12,3,3,3,<b>Grito de batalla:</b> Cambia la primera carta de tu mazo por la de tu oponente.
Granuja aparecido,9,3,3,3,<b>Grito de batalla:</b> Destruye (1) cristal de maná de cada jugador.
Granuja huesudo,12,4,2,2,<b>Grito de batalla:</b> Invoca a un esqueleto 5/5. <b>Último aliento:</b> Invoca uno para tu oponente.
Graznador Aladía,5,4,3,4,<b>Grito de batalla:</b> Repite el último hechizo que hayas lanzado sobre un esbirro amistoso sobre este esbirro.
Grifo de carrusel,5,5,5,5,<b>Escudo divino</b> <b>Corrupción:</b> Obtiene +3/+3 y <b>Provocar</b>.
Grifo en picado,3,3,4,1,<b>Embestir</b> <b>Grito de batalla:</b> Roba un esbirro con <b>Embestir</b> de tu mazo.
Griftah,12,4,4,5,<b>Grito de batalla:</b> <b>Descubre</b> dos cartas. Da una aleatoria a tu oponente.
Grimorio de sacrificio,9,1,-1,-1,Destruye a un esbirro amistoso. Inflige 2 p. de daño a todos los esbirros enemigos.
Grito de orden,10,2,-1,-1,La salud de tus esbirros no puede bajar de 1 p. este turno. Roba una carta.
Grito de orden,10,2,-1,-1,La salud de tus esbirros no puede bajar de 1 p. este turno. Roba una carta.
Grommash Grito Infernal,10,8,4,9,<b>Cargar</b> Tiene +6 p. de ataque mientras está dañado.
Grommash Grito Infernal,10,8,4,9,<b>Cargar</b> Tiene +6 p. de ataque mientras está dañado.
Grommash Grito Infernal,10,8,4,9,<b>Cargar</b> <b>Enfurecer:</b> +6 p. de ataque.
Grulla de papel,12,4,4,1,<b>Provocar</b> <b>Grito de batalla:</b> Intercambia la salud con otro esbirro.
Gruul,12,8,7,7,Al final de cada turno, obtiene +1/+1.
Gruul,12,8,7,7,Al final de cada turno, obtiene +1/+1.
Gruñido de la muerte,1,1,-1,-1,Elige a un esbirro. Propaga su <b>Último aliento</b> a los esbirros adyacentes.
Gruñido, el Sacudemundos,8,6,7,7,<b>Grito de batalla:</b> Devuelve a tus demás esbirros a tu mano. Cuestan (1) cristal.
Guacamayo enjoyado,3,1,1,2,<b>Grito de batalla:</b> Añade una bestia aleatoria a tu mano.
Guacamayo enjoyado,3,1,1,2,<b>Grito de batalla:</b> Añade una bestia aleatoria a tu mano.
Guadaña de devoraalmas,14,4,4,-1,<b>Inicio de partida:</b> Consume 3 esbirros diferentes de tu mazo. Deja tras de sí almas que los <b>Descubren</b>.
Guadaña de la Parca,10,4,4,-1,<b>Magia súbita:</b> Este turno también daña a los esbirros adyacentes al objetivo.
Guantelete cortante,10,2,0,-1,Su ataque equivale a tu armadura. No puede atacar a héroes.
Guarda terrorífico huido,12,3,3,7,<b>Grito de batalla:</b> Invoca a tres cazadoras 1/1 para tu oponente.
Guardaalgas adormilado,2,1,4,4,<b>Embestir</b> Empieza en <b>Letargo</b>. Después de que lances (5) cristales de maná en hechizos, se despierta.
Guardaenjambre nerubiano,1,4,1,3,<b>Provocar</b> <b>Grito de batalla:</b> Invoca dos copias de este esbirro.
Guardaenjambre nerubiano,1,4,1,3,<b>Provocar</b> <b>Grito de batalla:</b> Invoca dos copias de este esbirro.
Guardesa,2,4,4,5,<b>Provocar</b> <b>Grito de batalla:</b> Si hay un hechizo en tu mano que cuesta (5) cristales o más, restaura 5 p. de salud.
Guardia Real gilneana,12,8,3,8,<b>Escudo divino</b>. <b>Embestir</b>. Cada turno que está en tu mano, intercambia su ataque y su salud.
Guardia apocalíptico,9,5,5,7,<b>Cargar</b>. <b>Grito de batalla:</b> Descarta dos cartas aleatorias.
Guardia apocalíptico,9,5,5,7,<b>Cargar</b>. <b>Grito de batalla:</b> Descarta dos cartas aleatorias.
Guardia apocalíptico,9,5,5,7,<b>Cargar</b>. <b>Grito de batalla:</b> Descarta dos cartas aleatorias.
Guardia apocalíptico aterrador,9,7,6,8,
Guardia de Ventormenta,12,5,4,5,<b>Provocar</b> <b>Grito de batalla:</b> Otorga +1/+1 a los esbirros adyacentes.
Guardia de batalla Crines de Acero,2,2,2,3,El primer esbirro con <b>Provocar</b> que juegues cada turno cuesta (2) cristales menos.
Guardia de cólera,9,2,4,3,Cada vez que este esbirro recibe daño, también inflige esa cantidad a tu héroe.
Guardia de la reina,6,2,2,3,<b>Grito de batalla:</b> Obtiene +1/+1 por cada hechizo que hayas lanzado este turno.
Guardia de las Mazmorras,12,1,1,3,<b>Grito de batalla:</b> Otorga <b>Provocar</b> a un esbirro amistoso.
Guardia de las catacumbas,5,3,1,4,<b>Robo de vida</b> <b>Grito de batalla:</b> Inflige un daño equivalente al ataque de este esbirro a un esbirro enemigo.
Guardia de sangre,12,5,4,7,Cada vez que este esbirro recibe daño, otorga +1 p. de ataque a tus esbirros.
Guardia del León,12,5,4,6,<b>Grito de batalla:</b> Si tienes 15 p. de salud o menos, obtiene +2/+4 y <b>Provocar</b>.
Guardia del cargamento,10,3,2,4,Al final de tu turno, obtienes 3 p. de armadura.
Guardia del cargamento,10,3,2,4,Al final de tu turno, obtienes 3 p. de armadura.
Guardia del tesoro,12,3,1,5,<b>Provocar</b> <b>Último aliento:</b> Roba una carta.
Guardia oscuro,5,6,3,9,Cada vez que tu héroe recibe sanación, se inflige esa cantidad como daño a un esbirro enemigo aleatorio.
Guardia transportador,10,6,2,6,Cada vez que este esbirro recibe daño, invoca un robot 2/3 con <b>Provocar</b>.
Guardia vil,9,3,3,5,<b>Provocar</b>. <b>Grito de batalla:</b> Destruye uno de tus cristales de maná.
Guardia vil,9,3,3,5,<b>Provocar</b>. <b>Grito de batalla:</b> Destruye uno de tus cristales de maná.
Guardiana de Uldaman,5,3,3,4,<b>Grito de batalla:</b> Cambia a 3 el ataque y la salud de un esbirro.
Guardiana de llaves Marfil,12,5,4,5,<b>Grito de batalla:</b> <b>Descubre</b> un hechizo de doble clase de cualquier clase. <b>Magia súbita:</b> Consigue otra copia.
Guardiana de luz de gas,12,3,3,4,<b>Grito de batalla:</b> Mete tu mano en tu mazo y roba el mismo número de cartas.
Guardianas del Camino,2,2,-1,-1,Invoca a dos dríades 1/2 con <b>Robo de vida</b>.
Guardianes de tumbas,1,4,-1,-1,Invoca a dos zombis 2/2 con <b>Provocar</b>. Gasta 4 <b>cadáveres</b> para otorgarles <b>Renacer</b>.
Guardianes viles,14,7,-1,-1,Invoca a tres demonios 1/2 con <b>Provocar</b>. Cuesta (1) cristal menos cada vez que muere un esbirro amistoso.
Guardián Crepuscular,12,4,2,6,<b>Grito de batalla:</b> Obtiene +1 p. de ataque y <b>Provocar</b> si hay un dragón en tu mano.
Guardián Stalladris,2,2,2,3,Después de lanzar un hechizo con <b>Elige una</b>, añade una copia de cada opción a tu mano.
Guardián alado,2,7,6,8,<b>Provocar</b> <b>Renacer</b> <b>Esquivo</b>
Guardián ancestral,5,4,4,2,<b>Robo de vida</b> <b>Renacer</b>
Guardián de Avalancha,8,6,5,5,<b>Grito de batalla:</b> <b>Congela</b> a todos los demás esbirros.
Guardián de Lunargenta,12,4,3,3,<b>Escudo divino</b>
Guardián de Lunargenta,12,4,3,3,<b>Escudo divino</b>
Guardián de Uldaman,5,3,3,4,<b>Grito de batalla:</b> Cambia a 3 p. el ataque y la salud de un esbirro.
Guardián de bronce,12,3,2,5,<b>Magnetismo</b> <b>Provocar</b>
Guardián de bronce,12,3,2,5,<b>Magnetismo</b> <b>Provocar</b>
Guardián de cobalto,5,5,6,3,Cada vez que invocas a un robot, obtiene <b>Escudo divino</b>.
Guardián de la arboleda,2,4,2,4,<b>Elige una:</b> Inflige 2 p. de daño, o bien <b>Silencia</b> a un esbirro.
Guardián de la arboleda,2,4,2,4,<b>Elige una:</b> Inflige 2 p. de daño, o bien <b>Silencia</b> a un esbirro.
Guardián de la cripta,2,8,4,6,<b>Provocar</b> Cuesta (1) cristal menos por cada p. de armadura que tengas.
Guardián de la piedra tenebrosa,2,4,6,8,<b>Provocar</b> <b>Elige una:</b> Descarta 2 cartas o destruye uno de tus cristales de maná. <b>Forja:</b> No tienes que elegir.
Guardián de los reyes,5,7,5,7,<b>Provocar</b> <b>Grito de batalla:</b> Restaura 6 p. de salud a tu héroe.
Guardián de los reyes,5,7,5,6,<b>Grito de batalla:</b> Restaura 6 p. de salud a tu héroe.
Guardián de termas,8,3,2,4,<b>Provocar</b> <b>Grito de batalla:</b> Restaura 3 p. de salud.
Guardián de tumba,10,8,3,6,<b>Provocar</b> <b>Grito de batalla:</b> Invoca una copia de este esbirro.
Guardián de vapor,10,3,3,3,<b>Grito de batalla:</b> Roba un hechizo. Reduce en (1) cristal el coste de un hechizo de Fuego de tu mano.
Guardián del sol Tarim,5,6,3,7,<b>Provocar</b> <b>Grito de batalla:</b> Cambia a 3 el ataque y la salud de todos los demás esbirros.
Guardián embrujado,2,5,4,1,<b>Provocar</b> <b>Grito de batalla:</b> Obtiene +1 p. de salud por cada carta que tengas en la mano.
Guardián encadenado,1,11,8,5,<b><b>Embestir</b>, Renacer</b> Cuesta (1) cristal menos por cada peste metida en el mazo enemigo esta partida.
Guardián pardo,2,8,3,5,<b>Provocar</b> <b>Último aliento:</b> <b>Recluta</b> a 2 esbirros que cuestan (4) cristales o menos.
Guarnicionero,3,3,3,4,Después de que juegues una bestia este turno, añade una bestia aleatoria a tu mano.
Guerra-bot,10,1,1,3,Tiene +1 p. de ataque mientras está dañado.
Guerrero Branquiazul,12,2,2,1,<b>Cargar</b>
Guerrero Branquiazul,12,2,2,1,<b>Cargar</b>
Guerreros de sangre,10,3,-1,-1,Añade una copia de cada esbirro amistoso dañado a tu mano.
Guff Corazón Salvaje,2,5,-1,30,<b>Grito de batalla:</b> Establece tu máximo de maná en (20) cristales. Obtienes un cristal de maná vacío. Roba una carta.
Guff Tótem de Runa,2,3,2,4,Después de que lances un hechizo de Naturaleza, otorga +2/+2 a otro esbirro amistoso.
Guitarra solista,14,5,4,3,<b>Grito de batalla:</b> Si no controlas a más esbirros, roba un hechizo, un esbirro y un arma.
Guitarrista aérea,12,1,1,1,<b>Grito de batalla:</b> Otorga +1 p. de durabilidad a tu arma.
Guja de aumento,14,3,3,-1,Después de que tu héroe ataque, roba hasta que tengas 3 cartas.
Guja de prisión aterradora,14,1,1,-1,<b>Muerte con honor:</b> Inflige al héroe enemigo un daño equivalente al ataque de tu héroe.
Guja ósea,14,5,5,-1,<b>Grito de batalla:</b> <b>Draga</b>.
Gujas de Azzinoth,14,5,3,-1,Después de atacar a un esbirro, tu héroe puede atacar otra vez.
Gujitarra,14,4,4,-1,<b>Último aliento:</b> Roba (carta, cartas). <i>(Mejora si juegas cartas con <b>Proscrito</b> mientras esté equipada)</i>.
Gul'dan Saqueasangre,9,10,-1,30,<b>Grito de batalla:</b> Invoca a todos los demonios amistosos que hayan muerto durante esta partida.
Gusaespiral,12,3,3,2,<b>Grito de batalla:</b> Si jugaste un elemental en el turno anterior, inflige 3 p. de daño.
Gusaespiral de piedraluces,6,4,4,4,<b><b>Robo de vida</b> Robo rápido:</b> Inflige 5 p. de daño. <b>Forja:</b> Convierte el <b>Robo rápido</b> en <b>Grito de batalla</b>.
Gusaespiral iridiscente,12,3,4,3,<b>Último aliento:</b> Otorga un <b>efecto adicional</b> aleatorio a cada uno de tus esbirros.
Gusano de arena gigante,3,8,8,8,Cada vez que este esbirro ataca y mata a otro, puede atacar de nuevo.
Gusano de escamas,12,4,4,4,<b>Grito de batalla: </b> Si hay un dragón en tu mano, obtiene +1 p. de ataque y <b>Embestir</b>.
Gusano de sangre,12,5,4,4,<b>Robo de vida</b>
Gusano de sangre sañoso,1,2,3,2,<b>Grito de batalla:</b> Otorga a un esbirro de tu mano un ataque equivalente al ataque de este esbirro.
Gusano violeta,12,8,7,7,<b>Último aliento:</b> Invoca siete larvas 1/1.
Guía,12,1,1,1,<b>Grito de batalla:</b> Tu siguiente poder de héroe cuesta (0) cristales.
Guía,12,1,-1,-1,Mira 2 hechizos. Añade uno a tu mano o <b>sobrecarga</b> (1) cristal para añadir ambos.
Guía de luz lunar,2,2,-1,-1,<b>Descubre</b> una copia de una carta que esté en tu mazo. Si la juegas este turno, roba la original.
Guía del bosque,2,4,1,6,Al final de tu turno, ambos jugadores roban una carta.
Guía del laberinto,12,2,1,1,<b>Grito de batalla:</b> Invoca a un esbirro aleatorio de coste 2.
Guía robognomo,12,4,3,4,<b>Grito de batalla:</b> <b>Descubre</b> un hechizo. <b>Forja:</b> Cuesta (3) cristales menos.
Gárgola anidada,12,2,2,3,<b>Grito de batalla:</b> Otorga +2 p. de ataque a una bestia amistosa.
Gárgola de la catedral,5,2,2,2,<b>Grito de batalla:</b> Si hay un dragón en tu mano, obtiene <b>Provocar</b> y <b>Escudo divino</b>.
Gárgola dorada,6,3,2,2,<b>Último aliento:</b> Añade una moneda a tu mano.
Gárgola piel de piedra,12,3,1,4,Al comienzo de tu turno, restaura toda la salud de este esbirro.
Gárgola trizapiel,12,6,4,6,<b>Provocar</b> <b>Último aliento:</b> Inflige 4 p. de daño a un enemigo aleatorio.
Géiser de llamas,4,1,-1,-1,Inflige 2 p. de daño. Añade un elemental 1/2 a tu mano.
Géiser de llamas,4,1,-1,-1,Inflige 2 p. de daño. Añade un elemental 1/2 a tu mano.
Géiser hirviente,8,1,-1,-1,Inflige 2 p. de daño. <b>Draga</b>.
Génesis repentina,10,4,-1,-1,Invoca copias de tus esbirros dañados.
Gólem Arcano,12,3,4,2,<b>Cargar</b> <b>Grito de batalla:</b> Da un cristal de maná a tu oponente.
Gólem Arcano,12,3,4,2,<b>Cargar</b> <b>Grito de batalla:</b> Da un cristal de maná a tu oponente.
Gólem avivado por el pecado,12,7,2,2,<b>Imbuir ( ):</b> Obtiene estadísticas equivalentes al ataque de los esbirros que la hayan <b>imbuido</b>.
Gólem aéreo pilotado,12,6,6,4,<b>Último aliento:</b> Invoca un esbirro aleatorio de coste 4.
Gólem comerrunas,12,4,4,4,<b>Grito de batalla:</b> <b>Descubre</b> un arma de cualquier clase.
Gólem de argunita,14,3,1,5,Tiene +1 p. de ataque por cada carta que hayas robado este turno.
Gólem de cartón,5,4,4,4,<b>Grito de batalla:</b> Aumenta en 1 turno la duración de las auras en tu mano, mazo y campo de batalla.
Gólem de chatarra,10,5,4,5,<b>Provocar</b> <b>Último aliento:</b> Obtienes una cantidad de armadura equivalente al ataque de este esbirro.
Gólem de guerra,12,7,7,7,
Gólem de guerra,12,7,7,7,
Gólem de la cosecha,12,3,2,3,<b>Último aliento:</b> Invoca un gólem dañado 2/1.
Gólem de la cosecha,12,3,2,3,<b>Último aliento:</b> Invoca un gólem dañado 2/1.
Gólem de la vajilla,9,3,3,4,Si descartas a este esbirro, lo invocas.
Gólem de la vajilla,9,3,3,4,Si descartas a este esbirro, lo invocas.
Gólem de ánima,9,6,9,9,Al final de cada turno, destruye a este esbirro si es el único que tienes.
Gólem dragón,2,7,3,4,<b>Provocar</b> <b>Grito de batalla:</b> Invoca una copia de este esbirro por cada dragón que tengas en tu mano.
Gólem engarzado,10,6,5,9,<b>Provocar</b> Solo puede atacar si tienes 5 p. de armadura o más.
Gólem maderaférrea,2,4,3,6,<b>Provocar</b> Solo puede atacar si tienes 3 p. de armadura o más.
Gólem teledirigido,10,4,3,6,Después de que este esbirro reciba daño, mete dos piezas de gólem en tu mazo. Al robarlas, invoca un robot 2/1.
Gólem totémico,8,2,3,4,<b>Sobrecarga:</b> (1)
Gólem vendado,12,7,7,5,<b>Renacer</b> Al final de tu turno, invoca un Escarabajo 1/1 con <b>Provocar</b>.
Habeas cuerpos,9,3,-1,-1,<b>Descubre</b> un esbirro amistoso para resucitarlo y otorgarle <b>Embestir</b>. Muere al final del turno.
Habitante poseído,9,1,1,1,<b>Último aliento:</b> Invoca a una bestia de las sombras 1/1.
